TEAM,NO.,PLAYER,GP,MPG,SP,aSP,DRE,GmSc,EFF,DRE+,GmSc+,EFF+,PER,OWS,DWS,WS,ORtg,DRtg,Floor%,Stop%,EWA,PIE,POS/G,POS%,USG%,EFG%,TS%,PPWS,eTS%,ePPWS,FTR,T/G,%Pass,%Shoot,%Fouled,%TO,AST/TO,Econ,PPR,AR,pAST%,hAST%,TOR,hTO%,STL%,BLK%,REB%,OREB%,DREB%
UST,1,L. Estacio,14.0,8.928571428571429,16.142857142857142,15.586206896551724,0.7283742857142858,0.30714285714285694,0.7857142857142857,13.823432269786858,5.71574990969919,8.660612311552345,2.8187920653332896,-0.0015446524676890616,0.1487151685629491,0.14717051609526005,68.0367203542231,95.56851829463221,29.024393855910287,0.1216666643991964,-0.4975875581260393,0.058445353594389245,1.95676249848216,14.566934614813109,11.362607462297742,29.629629629629626,26.695979899497484,0.5339195979899497,21.07089737233515,0.42141794744670297,0.4074074074074074,5.651730841590367,52.04027850980609,34.12355405143,11.30849676828761,2.5276706704762963,3.5,0.5714285714285714,2.001551936832866,25.552411209221592,8.157524613220815,0.17140058765915767,7.300688916920456,0.04897159647404505,10.951033375380682,0.0,6.0723633564280215,1.4614173228346456,10.481927710843374
UST,2,I. Calum,14.0,6.641666666666666,15.714285714285714,15.172413793103448,0.9777135714285714,0.9642857142857143,1.7142857142857142,18.55551136136051,17.944796228125377,18.895881407023303,9.186617031892482,0.05816797353995445,0.11057338843381664,0.1687413619737711,84.04015366687713,95.58934155139603,44.4897285786727,0.12118387527953926,-0.07556089203210486,0.7305669199298656,2.1878357498797008,21.895238030164357,14.733390553409752,60.0,59.62897526501767,1.1925795053003534,58.34053586862575,1.166810717372515,0.3,4.592311551486266,45.74690354914037,31.107894413415455,7.5912548307364585,15.553947206707727,0.5,0.0,-6.726850477794627,16.324025108488822,8.881837866643801,0.13283740701381508,32.648050216977644,0.26567481402763016,16.324025108488822,0.0,3.8415254830159458,2.946934017187626,4.6970459360294745
UST,3,K. Paranada,14.0,19.222619047619048,38.214285714285715,36.896551724137936,3.1767221428571433,3.7071428571428577,5.928571428571429,60.28933783494852,68.98777216590423,65.34825653262224,12.79473237535294,0.30229367796837137,0.31585501882217953,0.618148696790551,96.11516172661374,96.17936414995509,44.40626826879977,0.10750414716750147,0.26439472358892135,3.9450613676212742,8.340234847268944,28.8388376609292,20.455894508253667,41.95402298850575,49.923195084485414,0.9984639016897082,42.56712508185986,0.8513425016371972,0.4482758620689655,26.795403235921235,61.15434978743422,23.191611111696208,8.456642548963853,7.19739655190572,1.4444444444444444,1.4285714285714286,-0.34863224266689996,33.40090940756282,23.400718159971117,0.22919605077574048,23.12370651292811,0.15867418899858957,6.851468596423143,0.0,3.8159799452232384,1.697007171805884,5.8424072210064
UST,8,C. Bucsit,6.0,4.3,17.5,16.896551724137932,0.8225966666666668,0.65,1.1666666666666667,15.61162925441271,12.09612190192155,12.859697068668638,9.607953212496335,0.020055738164305472,0.030565307734888105,0.05062104589919358,115.30411864001726,95.75957705587656,45.0048963123477,0.1172369494804316,-0.015557615481390326,0.29222676797194624,1.0661218077589347,16.47974180550972,12.819295946225823,42.857142857142854,44.41624365482234,0.8883248730964467,30.755711775043938,0.6151142355008787,0.2857142857142857,3.3985952589991215,57.69396366141393,34.327908378541295,7.9781279600447785,0.0,inf,0.3333333333333333,4.8487207772113985,31.26597082129144,11.799650079342474,0.20242914979757087,0.0,0.0,0.0,0.0,6.922438846817169,0.0,13.54254226207154
UST,9,N. Cabanero,14.0,30.828571428571433,67.0,64.6896551724138,8.85487785714286,9.27142857142857,13.5,168.0520670707266,172.53589262301284,148.8050660803085,18.36202741343553,0.6292944216744446,0.519923092753388,1.1492175144278325,97.00922017619664,95.00062357655415,49.879549966940935,0.13483335557092935,1.619472155044167,8.357685563997661,16.959850331038357,36.56626873693581,26.844062727080125,46.08294930875576,47.756462363843276,0.9551292472768655,43.35153482880755,0.8670306965761511,0.30414746543778803,36.60366236046657,41.323871560198874,42.34548949599268,10.476423806113603,5.85421513769484,1.2,1.5714285714285714,-1.3043013953527418,15.161858868073733,16.216014712460854,0.11536982438148957,12.634882390061444,0.09614152031790797,6.7386039413661045,0.42116274633538153,8.689938292876603,5.71395211372443,11.535949172035684
UST,10,G. Crisostomo,14.0,23.302380952380954,55.142857142857146,53.24137931034483,9.273800714285715,9.257142857142856,14.642857142857142,176.00258352299386,172.2700437900036,161.40232035165735,22.99491121262537,0.5874627282897206,0.4086206971095821,0.9960834253993027,111.45100720726316,93.17738556687132,52.63510187347652,0.17710529619982288,1.9760506805632587,8.47457627118644,9.071179264933537,25.874709545351223,18.92783950917444,54.958677685950406,56.43685173886516,1.1287370347773031,47.09775967413442,0.9419551934826884,0.19008264462809918,19.94559764204189,44.23797957884312,43.332154282704906,6.699994497763735,5.729871640688252,1.3125,1.7142857142857142,-0.5751879863433569,16.535887520143614,11.437113715709785,0.12491077801570306,12.598771443918944,0.0951701165833928,14.961041089653746,12.598771443918944,12.317796313203331,8.399379218294554,16.06507772173808
UST,11,F. Padrigao,13.0,24.555128205128202,58.30769230769231,56.29708222811671,6.331891538461538,5.861538461538463,8.76923076923077,120.16963742167823,109.07982117472454,96.65970104361921,15.113608393319451,0.36181459725185927,0.3886448982191887,0.750459495471048,92.73384840932259,94.51133679950713,41.07117199178854,0.14617751441359825,0.68188624840172,4.967855055523086,11.756123328115175,31.822475378419796,23.319959082678096,37.00787401574803,42.361300901885755,0.8472260180377151,32.65564099863057,0.6531128199726114,0.3464566929133858,45.22374552576483,67.03722066580251,21.60199394290562,6.08785773593697,5.2729276553549145,2.161290322580645,4.6923076923076925,4.0168460592081265,43.83967410005433,33.76009827437769,0.27418562776231786,20.284028314950515,0.1268620068751023,16.358087350766542,0.6543234940306617,4.615802564230256,2.0029345128392135,7.114554390485243
UST,12,I. Danting,13.0,6.243589743589744,14.846153846153847,14.334217506631301,1.3678792307692307,1.1076923076923078,2.076923076923077,25.96026008969216,20.613509513333767,22.893087089278232,12.28281718745256,0.10656266501663136,0.09415082648507328,0.20071349150170464,126.27366521223071,96.70098703130728,52.03774261087551,0.09541027277804211,0.05907064430260336,0.3506721215663355,1.9633873273661548,20.90179850083505,15.099508219882456,67.3913043478261,69.44444444444444,1.3888888888888888,52.71084337349398,1.0542168674698795,0.21739130434782608,3.2947592354967243,27.467177747486442,53.69833249633601,9.495649322032163,9.338840434145393,0.5,-0.07692307692307693,-3.082472181980799,7.835751596325897,4.200311402397073,0.06410256410256411,15.671503192651794,0.12820512820512822,3.9178757981629486,3.9178757981629486,2.2003973993579016,1.1253213471519343,3.2285198288018604
UST,13,B. Bangco,4.0,1.5333333333333332,14.25,13.758620689655173,0.2398675,0.6000000000000001,0.75,4.552319054923037,11.165650986389124,8.266948115572696,20.71079295087101,0.01761710553646153,0.006899737759894495,0.024516843296356023,93.24481108666714,98.03365502905248,55.0941039580243,0.06451224291055839,0.030180860745609713,0.11689070718877849,0.6038754272451481,26.177177178502294,20.529687973913294,33.33333333333333,33.33333333333333,0.6666666666666666,33.33333333333333,0.6666666666666666,0.0,2.2205882352941178,66.22516556291389,33.77483443708609,0.0,0.0,inf,0.25,10.198124678156582,41.39926692173724,28.532073986619444,0.25,0.0,0.0,0.0,0.0,14.559694748468722,29.784320438206098,0.0
UST,14,M. Llemit,14.0,22.222619047619045,38.142857142857146,36.827586206896555,4.9081285714285725,4.407142857142853,7.857142857142857,93.148789309625,82.01436498335812,86.60612311552346,12.908342318112046,0.3385695394781337,0.37449818100431376,0.7130677204824474,101.5151661609763,95.03558198998746,48.01070928701392,0.13402284154627336,0.3232428362537111,3.4774985388661603,7.356237199827847,22.002524577555317,15.778719101405954,53.04878048780488,55.69306930693069,1.1138613861386137,45.778229908443535,0.9155645981688707,0.4146341463414634,15.983883105480999,42.05917317629149,36.644054629843964,12.359197893902596,8.937574299961943,0.8,0.5714285714285714,-2.814632149882827,15.535893036237173,8.311264001748233,0.12033694344163658,19.419866295296465,0.1504211793020457,11.65191977717788,5.82595988858894,6.745178131716802,3.8165797658000202,9.545870846110107
