TEAM,NO.,PLAYER,GP,MPG,SP,aSP,DRE,GmSc,EFF,DRE+,GmSc+,EFF+,PER,OWS,DWS,WS,ORtg,DRtg,Floor%,Stop%,EWA,PIE,POS/G,POS%,USG%,EFG%,TS%,PPWS,eTS%,ePPWS,FTR,T/G,%Pass,%Shoot,%Fouled,%TO,AST/TO,Econ,PPR,AR,pAST%,hAST%,TOR,hTO%,STL%,BLK%,REB%,OREB%,DREB%
ATENEO,1,K. Ladi,11.0,30.254545454545454,58.81818181818182,55.655913978494624,7.480441818181817,8.145454545454543,13.090909090909092,141.85567123498762,152.07816736270897,144.2730472564154,16.86330042941121,0.43971188930736,0.44262035172918235,0.8823322410365424,93.57530771522565,90.03226128436671,43.79502076101056,0.14551079952747836,1.0006021805512693,9.697256385998108,14.525648954658054,34.08503548754781,25.119139991555908,41.61490683229814,45.291945534271875,0.9058389106854374,37.68241167434716,0.7536482334869432,0.17391304347826086,28.30591923289692,34.005850048533254,51.7077842126864,9.147703953668659,5.138661785111692,1.125,0.9090909090909091,-1.2010624011075912,11.265339273113101,12.704686617730095,0.08682230368512445,10.013634909433868,0.07717538105344396,5.006817454716934,3.7551130910377006,10.885760411925352,7.025206811345079,15.23191823899371
ATENEO,2,K. Gamber,5.0,4.486666666666667,10.4,9.840860215053763,-1.008804,-1.02,-0.8,-19.13049684000125,-19.043716939839232,-8.816686221225387,-11.897997632643037,-0.029138550491764018,0.028806256286450966,-0.0003322942053130516,33.176809823893734,91.78129633946892,11.05893660796458,0.10363112681919753,-0.25355244455669596,-0.6622516556291391,1.606703910614525,25.423239238173764,19.68329396580474,21.428571428571427,21.428571428571427,0.42857142857142855,16.666666666666664,0.3333333333333333,0.0,2.0,0.0,70.0,0.0,30.0,0.0,-0.6,-13.363380771907343,0.0,0.0,0.0,37.34353268428372,0.3,0.0,0.0,4.088379331264232,0.0,8.691020213630882
ATENEO,3,A. Bongo,11.0,18.94090909090909,23.454545454545453,22.193548387096772,1.5098463636363635,0.9363636363636375,2.8181818181818183,28.632034655327327,17.48220004281144,31.05878100658943,4.178350249134121,0.054427215255991174,0.27229196030281405,0.32671917555880525,69.30248980117598,90.91207604328538,35.17766761308896,0.1244441239111481,-0.6884516047725899,0.3784295175023652,4.380459404631157,16.418658846276696,12.351440949942223,23.958333333333336,29.09159159159159,0.5818318318318318,22.212668386357123,0.44425336772714247,0.25,11.275493269408077,47.42669305117176,38.70018152975616,9.84185650972247,4.0312689093496,2.0,1.0,0.7993631851224031,20.75332345574964,8.694896095991652,0.14645577035735208,10.37666172787482,0.07322788517867604,12.451994073449784,2.075332345574964,6.60302205409366,4.571701303001905,8.889854849347902
ATENEO,7,I. Espinosa,11.0,15.386363636363637,30.90909090909091,29.247311827956988,2.4561645454545453,2.1727272727272715,4.454545454545454,46.57757906921591,40.56549330322258,49.092911913641345,11.59889190215441,0.17047130715154565,0.22163342403548436,0.39210473118703004,90.86368750528145,90.81277242293905,42.464818789268826,0.126821893931663,0.06558579822867355,2.1759697256385997,7.356246675068652,33.94213296348585,23.87695397152246,35.9375,45.21141110545084,0.9042282221090169,38.78933566433567,0.7757867132867133,0.515625,20.212151945417666,50.26890671970295,28.785563426861476,15.098462282354337,5.847067571081237,1.4615384615384615,1.0,-0.19680628610960468,23.480353549408502,23.016353725015144,0.17191458559536735,16.065505060121605,0.11762576909156715,6.17904040773908,0.0,5.418964628145403,2.046491669623627,9.215648021701364
ATENEO,9,J. Bahay,10.0,22.04,47.9,45.324731182795695,5.341162,4.82,7.8,101.28734894284197,89.99089769610305,85.9626906569475,13.70358386780083,0.17126605676754575,0.29655524766905267,0.4678213044365984,88.56913969255096,89.44007348631614,35.63405691171362,0.1596904073585783,0.3161899922703,5.4872280037842955,8.577978475771623,27.63071992408583,19.40147635038508,35.256410256410255,39.23225494929986,0.7846450989859971,29.588492352512745,0.5917698470502549,0.14102564102564102,35.024847870182555,70.53815749467923,22.269904009034445,3.1947762382544984,3.9971622580318233,3.0,4.4,6.347538497323605,48.96258497107261,37.41981468282252,0.3025064822817632,16.320861657024203,0.10083549409392106,18.652413322313375,0.0,5.825878714333272,1.5715458942096139,10.61534773824607
ATENEO,10,S. Tuano,11.0,21.37424242424242,38.18181818181818,36.12903225806451,3.8045445454545446,4.136363636363637,6.545454545454546,72.14763958555098,77.22719436387567,72.1365236282077,13.676704765634653,0.28373829493151664,0.30508039078229593,0.5888186857138126,90.5419351983122,91.26742107713225,48.2367709136101,0.11593558448959244,0.334158657784478,4.3992431409649955,9.411726074868165,31.260605558525203,21.34972262644072,40.78947368421053,47.57964418700868,0.9515928837401737,44.582283388253536,0.8916456677650707,0.618421052631579,24.565646321224417,47.8908868446436,28.12501172876343,17.69298038200113,6.2911210445918195,1.2941176470588236,1.0909090909090908,-0.9917044621890713,21.250087221944728,19.807328711623303,0.16214622641509432,16.420521944230018,0.1252948113207547,6.761391388800596,0.9659130555429422,5.851306351330889,5.156123213128076,6.633933909433427
ATENEO,14,D. Adili,8.0,22.9875,47.875,45.3010752688172,4.27197625,4.824999999999999,10.25,81.01180026168154,90.08424924972968,112.96379220945025,13.507461733809807,0.17810115904051674,0.25198647354197595,0.4300876325824927,75.28595475687226,88.49883215412923,42.48705996270912,0.18222790814594264,0.24588269295901666,3.9735099337748347,10.129010460002377,31.281971505551827,22.416649528508035,40.845070422535215,41.582661290322584,0.8316532258064516,41.32231404958678,0.8264462809917356,0.2676056338028169,17.452712981744423,25.278389156442717,50.851692853043936,13.842823625124394,10.027094365388946,0.42857142857142855,-0.25,-5.4338440332871984,7.404474533436546,7.376444553725105,0.06038647342995169,17.277107244685276,0.14090177133655393,7.404474533436546,4.936316355624364,16.707369261014637,11.300773738459997,22.79403969206672
ATENEO,15,J. Lazo,11.0,16.58939393939394,28.545454545454547,27.01075268817204,4.124382727272727,3.554545454545455,4.818181818181818,78.21290432140103,66.36446812368219,53.10049655965289,13.119808901199075,0.16343200646493325,0.23962674808643442,0.40305875455136764,101.6216475465397,90.67408971107945,41.38743969081769,0.13014257442119007,0.20879442503506362,3.2639545884578998,5.772631344356347,24.703707794502858,17.547941509970002,52.5,52.73929471032746,1.0547858942065491,38.71937124364309,0.7743874248728618,0.13333333333333333,13.429651484418219,47.78316330033365,40.615688805283604,5.50879457359019,6.092353320792541,1.3333333333333333,1.1818181818181819,-0.5476028410201018,18.89795183223723,14.036729442040002,0.1419782300047326,14.173463874177925,0.10648367250354944,15.748293193531026,1.5748293193531029,3.0155951666170373,0.9490420542984718,5.34209206664863
ATENEO,16,J. Lazaro,11.0,18.583333333333336,28.454545454545453,26.924731182795696,2.0287972727272727,2.1636363636363645,4.818181818181818,38.47318192127732,40.3957632057196,53.10049655965289,7.885030369835366,0.11935047182087913,0.2707156191241696,0.39006609094504874,74.57810482524788,90.24777902872322,41.00329907234187,0.14035034687094225,-0.29848592465977813,1.9867549668874174,5.402840176124862,20.64036354518837,15.492288177613021,29.838709677419356,32.486709982279976,0.6497341996455995,32.0139697322468,0.640279394644936,0.20967741935483872,12.015028581965701,40.05678548133369,46.91094655258413,10.005755285270306,3.026512680811879,2.25,0.9090909090909091,0.9776931930418419,15.143550271898876,8.600095556617294,0.11149653121902875,6.730466787510611,0.049554013875123884,8.413083484388265,3.3652333937553056,10.543785293699056,7.624912602741597,13.829811782261226
ATENEO,18,T. Ebdane,1.0,0.85,15.0,14.193548387096774,-0.55233,-0.7,-1.0,-10.474133052245916,-13.069217507732805,-11.020857776531733,-46.32803986269571,-0.0053103893404782086,0.0010572387550214389,-0.00425315058545677,0.0,93.31568127558529,0.0,0.06689113195996693,-0.024167081533975798,-0.0946073793755913,0.6722532588454376,56.14781098141056,51.94845819210428,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATENEO,19,J. Espina,2.0,22.0,57.5,54.40860215053763,9.217250000000002,9.700000000000001,12.5,174.79170582045825,181.10201403572606,137.76072220664665,25.526788949690328,0.08784750963465573,0.05782818895295145,0.14567569858760718,132.01663172996047,90.63089093277475,54.453167137248435,0.13117694516837497,0.3219396586001863,2.2232734153263953,8.364062876547267,26.99065642045721,17.823043747000142,70.0,65.63245823389022,1.3126491646778042,51.74035747883349,1.0348071495766697,0.26666666666666666,27.6815415821501,63.75027478566717,27.093866783908553,7.349600644830366,1.8062577855939035,6.0,3.0,6.813299439010335,35.86773610241458,32.608695652173914,0.2525252525252525,5.977956017069097,0.04208754208754208,5.977956017069097,0.0,7.295589026358257,1.9680040629761302,13.293310463121784
