TEAM,NO.,PLAYER,GP,MPG,SP,aSP,DRE,GmSc,EFF,DRE+,GmSc+,EFF+,PER,OWS,DWS,WS,ORtg,DRtg,Floor%,Stop%,EWA,PIE,POS/G,POS%,USG%,EFG%,TS%,PPWS,eTS%,ePPWS,FTR,T/G,%Pass,%Shoot,%Fouled,%TO,AST/TO,Econ,PPR,AR,pAST%,hAST%,TOR,hTO%,STL%,BLK%,REB%,OREB%,DREB%
UP,2,R. Torres,12.0,14.423611111111114,29.916666666666668,29.91666666666667,3.013269166666667,2.6500000000000017,5.0,57.1982953191301,49.380857671188174,55.079225900647,12.821800556842234,0.17523926286071176,0.2253478216847612,0.400587084545473,91.12302842954169,91.08933640466736,46.39395061811322,0.1594909963564375,0.17237727017252574,2.930728241563055,4.680790178768272,23.476763322282896,16.66146145254006,45.83333333333333,49.450549450549445,0.9890109890109889,42.1216848673947,0.842433697347894,0.3125,8.51906982305117,28.77051653602981,46.95348298680065,14.49402485491941,9.781975622250137,0.5,0.3333333333333333,-3.9264840163757517,8.901630937371145,5.014241839669616,0.07183908045977012,17.80326187474229,0.14367816091954025,16.02293568726806,1.7803261874742289,9.382073742984643,6.2129402916434175,12.40939772082227
UP,8,J. Bayla,12.0,20.845833333333328,37.166666666666664,37.166666666666664,5.084891666666667,4.183333333333334,7.0,96.52212236237895,77.95342940546053,77.11091626090581,13.052748088050304,0.22496941698906883,0.3239783235614972,0.548947740550566,100.04173588198586,91.34986907238607,53.396392674720204,0.15314808551550707,0.2778716090675539,4.396092362344583,5.070715590719304,17.59717866079257,12.1636775756056,45.614035087719294,46.706776440785305,0.9341355288157062,43.600354714750225,0.8720070942950044,0.24561403508771928,14.162242945958871,55.38061509628291,33.539885017686345,8.137404709040716,2.94209517699003,3.2,2.1666666666666665,2.309284831338055,26.294776535557858,10.882842235630543,0.19011406844106465,8.21711766736183,0.0594106463878327,24.65135300208549,4.9302706004170975,6.491627411612735,3.9080421400927268,8.959604781877957
UP,9,F. Nnoruka,12.0,24.381944444444446,63.0,63.0,8.774542499999999,9.15,16.583333333333332,166.5595887540497,170.50371610995148,182.6794325704792,25.540921892235207,0.5940375277406743,0.39541910703322297,0.9894566347738973,96.57453862493418,89.1992904131453,53.678238118464705,0.20550592920326977,2.1428340283431933,11.811722912966252,11.869246360987058,35.21663524382278,23.930020760614482,50.48543689320388,55.83795440542205,1.116759088108441,55.200243642454694,1.1040048728490939,0.5922330097087378,22.717419894787184,30.209174852703953,37.78304654791759,22.103484844099075,9.904293755279369,0.5185185185185185,0.0,-6.155387168992582,9.829323877726349,9.31035916003565,0.0819480215406228,18.95655319275796,0.15804261297120112,9.12722931503161,14.041891253894784,17.14016077402789,12.028532960999499,22.023058159625055
UP,10,T. Fortea,12.0,16.263888888888886,31.666666666666668,31.66666666666667,2.5714358333333323,2.3750000000000004,3.8333333333333335,48.81135340189269,44.25642904493278,42.22740652382937,10.208406607442207,0.14127893345293918,0.24611883140826227,0.3873977648612015,91.65514693354689,92.65024900331699,40.157432385460915,0.12148912300054332,-0.05938439989097645,2.841918294849023,5.781113174237233,25.71462084052406,18.106560746861327,40.833333333333336,45.34461910519952,0.9068923821039904,35.43586109142453,0.7087172218284905,0.23333333333333334,17.039693926351028,57.53578445130508,29.343250070165592,6.763261296660117,6.357704181869211,1.5384615384615385,1.1666666666666667,0.17410989116166642,28.829511141451903,17.392774751488655,0.20169423154497781,18.739182241943737,0.13110125050423557,10.090328899508165,1.441475557072595,3.4260805281874154,0.5009035395444215,6.220364383097357
UP,13,M. Belmonte,11.0,9.612121212121211,25.818181818181817,25.818181818181817,2.2932254545454542,2.190909090909091,4.636363636363637,43.530325214039316,40.82602641082793,51.07346401696359,15.977561117781336,0.15750733547581944,0.13748617834871363,0.2949935138245331,103.61916476701279,91.1523500521624,47.45145245739455,0.15795687032409525,0.2713065317678673,2.3978685612788633,3.7880912530659434,28.50980493617462,19.87743561565281,55.55555555555556,58.85363357215968,1.1770726714431936,48.33963850357293,0.9667927700714586,0.19444444444444445,7.302399895656711,36.61531591873186,44.8171466845278,8.608171466845278,9.959365929895066,0.625,-0.09090909090909091,-4.499302578348603,11.99932694803912,8.907539737524498,0.09600614439324118,19.19892311686259,0.15360983102918588,4.799730779215648,0.0,11.744555908979693,5.547522491864918,17.664290165406452
UP,16,R. Remogat,12.0,23.463888888888892,57.583333333333336,57.58333333333334,6.275171666666665,7.041666666666665,10.75,119.11618322676819,131.21642997532695,118.42033568639106,18.550580557685908,0.4439741852803663,0.364461018640107,0.8084352039204733,97.60344325726402,91.37781932770724,40.399576864126864,0.15246761047552163,1.0829222880725184,9.058614564831261,10.749043631654864,33.14079212248352,22.66569942606484,52.336448598130836,53.17231434751262,1.0634462869502523,39.47544493509969,0.7895088987019938,0.08411214953271028,36.83399091343855,66.54126613422834,24.20771261963227,2.011331490735346,7.239689755404044,1.5625,2.75,0.48273394708254125,38.76313846560496,32.73316469691816,0.25912106135986734,24.808408617987173,0.1658374792703151,11.628941539681488,0.0,7.802823222587192,4.166388385035045,11.276538213322803
UP,17,M. Palanca,12.0,6.969444444444445,21.25,21.25,1.8665816666666668,1.691666666666667,3.3333333333333335,35.43171336577933,31.52300033726791,36.71948393376467,18.48536827619004,0.16800960658707684,0.10972182553629728,0.27773143212337414,107.63776371913187,90.70847338211344,64.93450173303538,0.16876346193942962,0.31894542296784106,1.6429840142095915,1.9246096401900885,19.977334823831352,13.771337585199214,46.666666666666664,56.72268907563025,1.134453781512605,56.72268907563025,1.134453781512605,1.3333333333333333,3.0630081300813004,0.0,40.80955540809556,53.74917053749171,5.441274054412741,0.0,0.16666666666666666,-2.4378160528136026,0.0,0.0,0.0,8.659764722481878,0.07751937984496124,17.319529444963756,4.329882361240939,14.276961148819472,14.026896248860519,14.515836374266646
UP,18,H. Alarcon,12.0,22.672222222222217,59.75,59.75,6.739589166666666,6.19166666666667,10.5,127.9318209435134,115.37728694871952,115.6663743913587,19.481014837679545,0.3873211590582238,0.35844563107003696,0.7457667901282607,94.84271968697671,90.49650423675665,45.80574634093004,0.17392404852459437,1.172325092954236,8.303730017761989,12.871735979744003,41.071076457485304,29.062173622440298,38.43283582089552,45.12635379061371,0.9025270758122743,39.85878601526022,0.7971757203052044,0.3582089552238806,36.06886657101865,53.00318217979316,30.959294616812517,10.954653937947493,5.082869265446831,1.7727272727272727,2.8333333333333335,1.4987700260988313,25.24911950582626,27.624418096748432,0.1804553026096613,14.243093054568659,0.10179529890801406,11.006026451257602,0.0,8.777479912371493,2.515257482017656,14.759486163935179
UP,19,G. Abadiano,12.0,17.95,36.833333333333336,36.833333333333336,4.024109166666666,3.4500000000000006,5.75,76.38620109269534,64.28828640211287,63.34110978574405,13.525206157281144,0.2220707092199417,0.27401525338577315,0.49608596260571486,100.88372978767165,92.2283400772597,46.425182948474784,0.13176088939516475,0.28990119715341206,3.685612788632327,7.2164603757819,29.08391258778666,20.59215075543412,45.625,49.23042100497963,0.9846084200995926,41.682637025680336,0.8336527405136067,0.2375,17.97088713534194,49.09901968285227,37.097037093710604,8.703100623051922,5.100842600385208,1.6363636363636365,1.25,0.47326527982894834,20.785813569127725,15.386588024105652,0.15337423312883436,12.702441625578054,0.09372869802317656,9.238139364056767,0.0,4.4346512562535505,0.4538517833538511,8.237321569860073
UP,20,E. Felicida,4.0,9.175,20.5,20.5,1.7155525,1.8249999999999993,3.0,32.564856673266085,34.007571792422006,33.0475355403882,12.06834959801322,0.030612954337445528,0.04740462241978572,0.07801757675723126,86.04557841588742,91.48183505804745,38.8561716196023,0.14993525048635298,0.02279324887914686,0.7548845470692718,2.4949582647143007,19.672079215737945,12.163813728627545,58.333333333333336,58.333333333333336,1.1666666666666667,53.84615384615385,1.0769230769230769,0.0,11.323529411764705,77.92207792207792,13.246753246753249,0.0,8.831168831168831,1.5,1.25,0.0,60.12124616328065,26.80466103272402,0.375,40.08083077552043,0.25,30.060623081640326,0.0,3.904184798080442,2.6637513388125216,5.089112479988125
